hspace,gamma_dephase_old,derivative,gamma_dephase,decay_2us_old,decay_2us_0,decay_2us_2,decay_5us_old,decay_5us_0,decay_5us_2,decay_50us_old,decay_50us_0,decay_50us_2
17.0,0.0005,6.02801027e-05,2.65164606e-10,0.0005,3.348487138380865e-06,2.509569274082767e-07,0.0002,1.3393948553523461e-06,1.0038277096331068e-07,2e-05,1.3393948553523462e-07,1.0038277096331068e-08
18.0,0.0005,0.0613387959,2.69821665e-07,0.0005,5.172031983049776e-32,3.8762497847046384e-33,0.0002,2.0688127932199109e-32,1.5504999138818556e-33,2e-05,2.068812793219911e-33,1.5504999138818556e-34
21.0,0.0005,0.0330405922,1.45341418e-07,0.0005,1.0008860347270958e-05,7.501276653623984e-07,0.0002,4.003544138908383e-06,3.000510661449594e-07,2e-05,4.0035441389083834e-07,3.0005106614495944e-08
23.0,0.0005,2.83028269,1.24500583e-05,0.0005,3.211950033339012e-32,2.40723968181474e-33,0.0002,1.284780013335605e-32,9.628958727258962e-34,2e-05,1.284780013335605e-33,9.628958727258962e-35
25.0,0.0005,0.138246955,6.08131004e-07,0.0005,6.675500239340651e-32,5.0030445384604506e-33,0.0002,2.6702000957362605e-32,2.001217815384181e-33,2e-05,2.6702000957362605e-33,2.0012178153841806e-34
27.0,0.0005,0.0452390528,1.99000915e-07,0.0005,0.0001336561627324,1.0017043083146768e-05,0.0002,5.346246509299227e-05,4.006817233258708e-06,2e-05,5.346246509299227e-06,4.006817233258708e-07
30.0,0.0005,0.242832766,1.06819086e-06,0.0005,1.323182667234918e-07,9.916772645264786e-09,0.0002,5.292730668939673e-08,3.966709058105915e-09,2e-05,5.292730668939672e-09,3.9667090581059144e-10
31.0,0.0005,0.0300415399,1.32148964e-07,0.0005,1.3053355837753107e-31,9.78301524847252e-33,0.0002,5.221342335101243e-32,3.913206099389008e-33,2e-05,5.221342335101243e-33,3.913206099389008e-34
32.0,0.0005,0.0183565893,8.07483324e-08,0.0005,4.942272893934542e-06,3.7040537072952913e-07,0.0002,1.976909157573817e-06,1.4816214829181167e-07,2e-05,1.976909157573817e-07,1.4816214829181166e-08
33.0,0.0005,0.00592067636,2.60443122e-08,0.0005,2.6123173018416693e-30,1.9578367674503447e-31,0.0002,1.0449269207366678e-30,7.831347069801382e-32,2e-05,1.0449269207366678e-31,7.831347069801382e-33
37.0,0.0005,0.162785685,7.16073797e-07,0.0005,8.03472220169245e-34,6.021731943371893e-35,0.0002,3.21388888067698e-34,2.4086927773487595e-35,2e-05,3.2138888806769805e-35,2.4086927773487592e-36
38.0,0.0005,0.00646468962,2.84373583e-08,0.0005,0.0004831711282594,3.621191802427307e-05,0.0002,0.0001932684513037779,1.448476720970923e-05,2e-05,1.932684513037779e-05,1.448476720970923e-06
40.0,0.0005,0.07535149,3.31461747e-07,0.0005,2.431959063093581e-31,1.8226648299201488e-32,0.0002,9.727836252374327e-32,7.290659319680596e-33,2e-05,9.727836252374327e-33,7.290659319680596e-34
41.0,0.0005,0.00585947063,2.57750759e-08,0.0005,6.021877479233626e-06,4.513178062103337e-07,0.0002,2.4087509916934505e-06,1.8052712248413339e-07,2e-05,2.4087509916934505e-07,1.805271224841334e-08
42.0,0.0005,0.00232804722,1.02407875e-08,0.0005,2.3281473019649274e-28,1.744861692189459e-29,0.0002,9.312589207859711e-29,6.979446768757837e-30,2e-05,9.312589207859712e-30,6.979446768757836e-31
45.0,0.0005,0.197599776,8.69216614e-07,0.0005,0.000114398233451,8.573731354299517e-06,0.0002,4.5759293380411145e-05,3.429492541719807e-06,2e-05,4.575929338041115e-06,3.429492541719807e-07
46.0,0.0005,0.027622955,1.21509912e-07,0.0005,3.7450832660039355e-28,2.8068036414168854e-29,0.0002,1.4980333064015751e-28,1.1227214565667543e-29,2e-05,1.4980333064015752e-29,1.1227214565667542e-30
47.0,0.0005,0.0242164288,1.06525031e-07,0.0005,7.856286191443661e-35,5.888000646160821e-36,0.0002,3.1425144765774645e-35,2.3552002584643288e-36,2e-05,3.142514476577465e-36,2.3552002584643286e-37
48.0,0.0005,0.0888919607,3.91024578e-07,0.0005,9.409535849867674e-06,7.052104749497858e-07,0.0002,3.76381433994707e-06,2.8208418997991436e-07,2e-05,3.76381433994707e-07,2.8208418997991435e-08
51.0,0.0005,0.0518787991,2.28208326e-07,0.0005,8.623500766664173e-31,6.463000054858822e-32,0.0002,3.4494003066656692e-31,2.585200021943529e-32,2e-05,3.4494003066656694e-32,2.585200021943529e-33
52.0,0.0005,0.0436386479,1.91960935e-07,0.0005,5.352949169390137e-05,4.0118406331176975e-06,0.0002,2.141179667756055e-05,1.604736253247079e-06,2e-05,2.1411796677560552e-06,1.604736253247079e-07
56.0,0.0005,0.0107421734,4.72534726e-08,0.0005,2.7458406118639177e-32,2.0579076300093965e-33,0.0002,1.0983362447455672e-32,8.231630520037587e-34,2e-05,1.0983362447455672e-33,8.231630520037587e-35
59.0,0.0005,0.0280148792,1.23233938e-07,0.0005,9.488142495928436e-06,7.111017570584033e-07,0.0002,3.7952569983713756e-06,2.8444070282336137e-07,2e-05,3.7952569983713756e-07,2.8444070282336134e-08
62.0,0.0005,0.345534242,1.51996176e-06,0.0005,2.7927843733536127e-31,2.0930902711771246e-32,0.0002,1.1171137493414453e-31,8.372361084708502e-33,2e-05,1.1171137493414453e-32,8.372361084708502e-34
63.0,0.0005,0.0539355901,2.37255892e-07,0.0005,1.0682491809131266e-05,8.006138923920034e-07,0.0002,4.272996723652506e-06,3.202455569568014e-07,2e-05,4.272996723652507e-07,3.202455569568014e-08
64.0,0.0005,0.0216783631,9.53603985e-08,0.0005,1.807809234972696e-29,1.3548872437014336e-30,0.0002,7.231236939890784e-30,5.419548974805735e-31,2e-05,7.231236939890785e-31,5.419548974805734e-32
65.0,0.0005,0.0407960133,1.79456542e-07,0.0005,2.3211973231311e-05,1.739652935931451e-06,0.0002,9.2847892925244e-06,6.958611743725806e-07,2e-05,9.284789292524401e-07,6.958611743725806e-08
67.0,0.0005,0.26945492,1.18529837e-06,0.0005,1.5381743798204328e-31,1.1528057305440992e-32,0.0002,6.152697519281731e-32,4.611222922176397e-33,2e-05,6.1526975192817314e-33,4.611222922176397e-34
72.0,0.0005,0.101699092,4.47361542e-07,0.0005,3.014839124460693e-06,2.259512227574989e-07,0.0002,1.2059356497842776e-06,9.038048910299954e-08,2e-05,1.2059356497842775e-07,9.038048910299954e-09
73.0,0.0005,0.102886759,4.5258594e-07,0.0005,2.6663739143762983e-29,1.9983502316721307e-30,0.0002,1.0665495657505194e-29,7.993400926688524e-31,2e-05,1.0665495657505194e-30,7.993400926688524e-32
74.0,0.0005,0.01436828,6.32042604e-08,0.0005,7.883025575802976e-07,5.9080408418142163e-08,0.0002,3.1532102303211906e-07,2.3632163367256865e-08,2e-05,3.153210230321191e-08,2.3632163367256865e-09
76.0,0.0005,0.0022729825,9.99856474e-09,0.0005,3.2153715752714216e-32,2.4098040029988176e-33,0.0002,1.2861486301085689e-32,9.639216011995271e-34,2e-05,1.2861486301085689e-33,9.639216011995272e-35
78.0,0.0005,0.41349916,1.81893091e-06,0.0005,2.6223621121614293e-08,1.965364987300294e-09,0.0002,1.0489448448645712e-08,7.861459949201176e-10,2e-05,1.0489448448645712e-09,7.861459949201176e-11
79.0,0.0005,0.0096734108,4.255212e-08,0.0005,1.3071315350294155e-32,9.796475249657505e-34,0.0002,5.228526140117662e-33,3.918590099863002e-34,2e-05,5.228526140117663e-34,3.918590099863002e-35
82.0,0.0005,0.0802992591,3.53226363e-07,0.0005,4.928611279693003e-09,3.6938148245049216e-10,0.0002,1.9714445118772016e-09,1.4775259298019693e-10,2e-05,1.9714445118772016e-10,1.4775259298019694e-11
83.0,0.0005,0.0326880214,1.43790504e-07,0.0005,5.923635570580078e-32,4.439549326141277e-33,0.0002,2.3694542282320314e-32,1.775819730456511e-33,2e-05,2.3694542282320315e-33,1.775819730456511e-34
85.0,0.0005,0.0100055395,4.40131125e-08,0.0005,2.3540654410652825e-33,1.7642863944026216e-34,0.0002,9.416261764261131e-34,7.057145577610488e-35,2e-05,9.41626176426113e-35,7.057145577610487e-36
87.0,0.0005,0.0330835175,1.45530241e-07,0.0005,2.421938323126866e-07,1.8151546499239962e-08,0.0002,9.687753292507464e-08,7.260618599695985e-09,2e-05,9.687753292507465e-09,7.260618599695985e-10
88.0,0.0005,0.0838554422,3.68869566e-07,0.0005,5.8194191042906585e-30,4.361442876617962e-31,0.0002,2.327767641716263e-30,1.7445771506471852e-31,2e-05,2.327767641716263e-31,1.7445771506471852e-32
90.0,0.0005,0.000802861539,3.53168714e-09,0.0005,1.3941541950198171e-05,1.0448678422719308e-06,0.0002,5.576616780079269e-06,4.179471369087723e-07,2e-05,5.576616780079269e-07,4.179471369087723e-08
92.0,0.0005,0.0221870539,9.75980655e-08,0.0005,2.9663765212318397e-30,2.2231912697874645e-31,0.0002,1.1865506084927357e-30,8.89276507914986e-32,2e-05,1.1865506084927357e-31,8.89276507914986e-33
93.0,0.0005,0.10622246,4.6725927e-07,0.0005,5.89776542041631e-07,4.420160589889988e-08,0.0002,2.3591061681665243e-07,1.7680642359559957e-08,2e-05,2.3591061681665245e-08,1.7680642359559955e-09
96.0,0.0005,0.00737620126,3.24469836e-08,0.0005,1.870874690281736e-31,1.4021525077920506e-32,0.0002,7.483498761126944e-32,5.608610031168203e-33,2e-05,7.483498761126944e-33,5.608610031168203e-34
97.0,0.0005,0.018227433,8.01801901e-08,0.0005,3.7967671009832706e-10,2.845538795195501e-11,0.0002,1.5187068403933086e-10,1.1382155180782005e-11,2e-05,1.5187068403933084e-11,1.1382155180782005e-12
98.0,0.0005,0.014474561,6.36717772e-08,0.0005,3.294925310514815e-32,2.46942663296713e-33,0.0002,1.317970124205926e-32,9.87770653186852e-34,2e-05,1.3179701242059261e-33,9.87770653186852e-35
102.0,0.0005,1.67657143,7.3750273e-06,0.0005,7.71126543855083e-32,5.779312868509636e-33,0.0002,3.084506175420333e-32,2.3117251474038543e-33,2e-05,3.084506175420333e-33,2.3117251474038545e-34
103.0,0.0005,0.0687875819,3.02587939e-07,0.0005,2.369079377771048e-06,1.7755387936750977e-07,0.0002,9.476317511084192e-07,7.102155174700391e-08,2e-05,9.476317511084192e-08,7.102155174700392e-09
106.0,0.0005,0.0691660032,3.04252567e-07,0.0005,4.424605584741159e-30,3.3160808946008397e-31,0.0002,1.7698422338964636e-30,1.326432357840336e-31,2e-05,1.7698422338964635e-31,1.326432357840336e-32
107.0,0.0005,0.0479828612,2.11070584e-07,0.0005,7.710892063382798e-08,5.779033037406611e-09,0.0002,3.08435682535312e-08,2.311613214962644e-09,2e-05,3.08435682535312e-09,2.3116132149626444e-10
112.0,0.0005,0.0308008438,1.35489046e-07,0.0005,2.0782795602749456e-33,1.5575949113372447e-34,0.0002,8.313118241099784e-34,6.23037964534898e-35,2e-05,8.313118241099785e-35,6.23037964534898e-36
114.0,0.0005,0.0969078581,4.26285505e-07,0.0005,1.706850367391479e-07,1.2792222458807985e-08,0.0002,6.827401469565916e-08,5.116888983523194e-09,2e-05,6.827401469565917e-09,5.116888983523194e-10
118.0,0.0005,0.038180048,1.67949239e-07,0.0005,8.887141723596654e-35,6.660589359390976e-36,0.0002,3.5548566894386623e-35,2.6642357437563904e-36,2e-05,3.5548566894386625e-36,2.6642357437563903e-37
119.0,0.0005,0.182791264,8.04075829e-07,0.0005,1.560189396443805e-07,1.1693051844775405e-08,0.0002,6.24075758577522e-08,4.677220737910163e-09,2e-05,6.24075758577522e-09,4.677220737910162e-10
120.0,0.0005,0.000668073362,2.93877087e-09,0.0005,2.269727440986137e-32,1.7010781320174315e-33,0.0002,9.07890976394455e-33,6.804312528069727e-34,2e-05,9.078909763944551e-34,6.804312528069727e-35
121.0,0.0005,0.00856310198,3.76680109e-08,0.0005,5.031996898400046e-33,3.7712985839959887e-34,0.0002,2.0127987593600184e-33,1.5085194335983957e-34,2e-05,2.0127987593600184e-34,1.5085194335983956e-35
122.0,0.0005,0.00359720629,1.5823659e-08,0.0005,2.2996512986139325e-07,1.7235049745171317e-08,0.0002,9.198605194455726e-08,6.894019898068528e-09,2e-05,9.198605194455728e-09,6.894019898068527e-10
123.0,0.0005,0.115239947,5.06926063e-07,0.0005,1.4630845285415757e-30,1.0965286191868835e-31,0.0002,5.8523381141663026e-31,4.3861144767475346e-32,2e-05,5.852338114166303e-32,4.3861144767475344e-33
124.0,0.0005,0.0572441557,2.51809856e-07,0.0005,1.4608801721686463e-06,1.0948765342918208e-07,0.0002,5.843520688674586e-07,4.379506137167282e-08,2e-05,5.843520688674586e-08,4.379506137167283e-09
127.0,0.0005,0.0291026574,1.28018937e-07,0.0005,1.160890895388538e-06,8.70045486583003e-08,0.0002,4.643563581554153e-07,3.480181946332012e-08,2e-05,4.643563581554153e-08,3.480181946332012e-09
128.0,0.0005,0.00262075001,1.15283504e-08,0.0005,1.323326609705114e-33,9.917851441704822e-35,0.0002,5.293306438820456e-34,3.967140576681929e-35,2e-05,5.293306438820456e-35,3.967140576681929e-36
131.0,0.0005,0.00921909425,4.05536385e-08,0.0005,1.68691311786545e-09,1.264280002786373e-10,0.0002,6.7476524714618e-10,5.0571200111454924e-11,2e-05,6.747652471461801e-11,5.057120011145493e-12
132.0,0.0005,0.00916984012,4.03369758e-08,0.0005,1.0167963323116943e-28,7.620518544990867e-30,0.0002,4.067185329246778e-29,3.0482074179963476e-30,2e-05,4.0671853292467775e-30,3.0482074179963473e-31
133.0,0.0005,0.0426928511,1.87800494e-07,0.0005,1.663392129282015e-29,1.2466518776642969e-30,0.0002,6.65356851712806e-30,4.986607510657188e-31,2e-05,6.65356851712806e-31,4.986607510657188e-32
134.0,0.0005,0.0457693026,2.01333418e-07,0.0005,3.42375477150525e-07,2.5659796264645373e-08,0.0002,1.3695019086021002e-07,1.026391850585815e-08,2e-05,1.3695019086021e-08,1.0263918505858149e-09
137.0,0.0005,0.189427384,8.33267288e-07,0.0005,1.1573110866520168e-32,8.673625501878488e-34,0.0002,4.629244346608067e-33,3.469450200751396e-34,2e-05,4.629244346608067e-34,3.4694502007513956e-35
138.0,0.0005,0.0941791265,4.14282157e-07,0.0005,6.163219774469156e-07,4.619108969582626e-08,0.0002,2.4652879097876624e-07,1.8476435878330506e-08,2e-05,2.4652879097876626e-08,1.8476435878330506e-09
142.0,0.0005,0.0020179211,8.87658165e-09,0.0005,3.499620453293878e-07,2.6228381945599025e-08,0.0002,1.3998481813175515e-07,1.0491352778239609e-08,2e-05,1.3998481813175515e-08,1.049135277823961e-09
143.0,0.0005,0.0161016072,7.08289492e-08,0.0005,8.444251863796605e-29,6.32865952420742e-30,0.0002,3.377700745518644e-29,2.531463809682968e-30,2e-05,3.377700745518644e-30,2.531463809682968e-31
