hspace,gamma_dephase_old,derivative,gamma_dephase,decay_2us_old,decay_2us_0,decay_2us_2,decay_5us_old,decay_5us_0,decay_5us_2,decay_50us_old,decay_50us_0,decay_50us_2
28.0,0.0005,0.000784888634,3.452626591230548e-09,0.0005,2.45984423e-05,0.000150506492,0.0002,9.839376917210637e-06,6.020259694420645e-05,2e-05,9.839376917210637e-07,6.020259694420645e-06
31.0,0.0005,0.0300415399,1.3214896356908324e-07,0.0005,4.008022220000001e-31,2.45232344e-30,0.0002,1.6032088897111163e-31,9.809293760850128e-31,2e-05,1.6032088897111164e-32,9.809293760850128e-32
33.0,0.0005,0.00592067644,2.6044312567808465e-08,0.0005,1.5509205400000001e-31,9.48936555e-31,0.0002,6.203682171812001e-32,3.7957462195221436e-31,2e-05,6.203682171812002e-33,3.7957462195221435e-32
35.0,0.0005,0.0187950341,8.267699608036993e-08,0.0005,5.0920307e-05,0.000311557809,0.0002,2.0368122790072417e-05,0.00012462312371589224,2e-05,2.036812279007242e-06,1.2462312371589223e-05
37.0,0.0005,0.162785686,7.160738018220638e-07,0.0005,4.8160106099999996e-33,2.94669417e-32,0.0002,1.9264042441393747e-33,1.1786776666586837e-32,2e-05,1.926404244139375e-34,1.1786776666586836e-33
39.0,0.0005,0.0643906118,2.832462197768091e-07,0.0005,1.67236901e-05,0.000102324526,0.0002,6.689476042305062e-06,4.0929810223896276e-05,2e-05,6.689476042305062e-07,4.092981022389628e-06
40.0,0.0005,0.0753514901,3.314617477415342e-07,0.0005,6.165178290000001e-31,3.77218748e-30,0.0002,2.4660713179099273e-31,1.5088749911400626e-30,2e-05,2.4660713179099276e-32,1.5088749911400626e-31
42.0,0.0005,0.00232804703,1.024078669664275e-08,0.0005,2.73948539e-31,1.67616442e-30,0.0002,1.095794155241281e-31,6.704657664492617e-31,2e-05,1.095794155241281e-32,6.704657664492617e-32
43.0,0.0005,0.0426013473,1.8739797996645178e-07,0.0005,7.73226327e-06,4.7310143e-05,0.0002,3.092905309817979e-06,1.892405721625245e-05,2e-05,3.092905309817979e-07,1.8924057216252452e-06
46.0,0.0005,0.0276229551,1.2150991258541717e-07,0.0005,5.79862467e-32,3.54791027e-31,0.0002,2.3194498678504047e-32,1.4191641066442292e-31,2e-05,2.3194498678504048e-33,1.4191641066442293e-32
47.0,0.0005,0.0242164289,1.0652503137761573e-07,0.0005,1.36855796e-31,8.37357322e-31,0.0002,5.474231825973376e-32,3.349429287760736e-31,2e-05,5.4742318259733764e-33,3.3494292877607357e-32
49.0,0.0005,0.0535880382,2.357270543188913e-07,0.0005,6.60193467e-07,4.03941851e-06,0.0002,2.640773869802032e-07,1.615767403181803e-06,2e-05,2.640773869802032e-08,1.615767403181803e-07
51.0,0.0005,0.0518787992,2.282083264809133e-07,0.0005,1.48142896e-30,9.06417871e-30,0.0002,5.925715850237471e-31,3.625671482446627e-30,2e-05,5.925715850237472e-32,3.625671482446627e-31
53.0,0.0005,0.0296648664,1.304920241180886e-07,0.0005,0.000215667617,0.00131957041,0.0002,8.626704686548276e-05,0.0005278281638876308,2e-05,8.626704686548277e-06,5.278281638876308e-05
55.0,0.0005,0.0241841255,1.0638293277534808e-07,0.0005,0.000106266542,0.000650195828,0.0002,4.250661693660793e-05,0.00026007833101913936,2e-05,4.250661693660793e-06,2.6007833101913932e-05
56.0,0.0005,0.0107421734,4.725347255882097e-08,0.0005,3.5390891800000004e-31,2.165405e-30,0.0002,1.4156356728969448e-31,8.661619994065199e-31,2e-05,1.415635672896945e-32,8.661619994065199e-32
57.0,0.0005,0.0386880008,1.7018365986890913e-07,0.0005,2.3925993e-05,0.000146392086,0.0002,9.570397211583225e-06,5.8556834520395475e-05,2e-05,9.570397211583226e-07,5.855683452039548e-06
60.0,0.0005,0.383979307,1.6890767790510238e-06,0.0005,1.00099334e-05,6.12461534e-05,0.0002,4.0039733714629715e-06,2.4498461344222578e-05,2e-05,4.003973371462972e-07,2.449846134422258e-06
62.0,0.0005,0.345534242,1.519961763275949e-06,0.0005,8.28564334e-30,5.06960197e-29,0.0002,3.31425733401516e-30,2.02784078837442e-29,2e-05,3.3142573340151597e-31,2.02784078837442e-30
64.0,0.0005,0.021678363,9.53603980308733e-08,0.0005,3.82795087e-33,2.3421461e-32,0.0002,1.5311803466866893e-33,9.368584417091467e-33,2e-05,1.5311803466866893e-34,9.368584417091468e-34
66.0,0.0005,0.273740913,1.2041519196359365e-06,0.0005,0.00022298789,0.00136435978,0.0002,8.919515609567523e-05,0.0005457439101058233,2e-05,8.919515609567524e-06,5.4574391010582334e-05
67.0,0.0005,0.26945492,1.1852983743549787e-06,0.0005,3.8857392e-29,2.37750411e-28,0.0002,1.5542956781036325e-29,9.510016439894847e-29,2e-05,1.5542956781036325e-30,9.510016439894848e-30
69.0,0.0005,0.0212934297,9.366712475634897e-08,0.0005,0.000203831443,0.00124715033,0.0002,8.153257700099807e-05,0.0004988601323349919,2e-05,8.153257700099807e-06,4.988601323349919e-05
70.0,0.0005,0.103888961,4.569945005521807e-07,0.0005,7.38124343e-08,4.5162415e-07,0.0002,2.9524973722777174e-08,1.8064965980839144e-07,2e-05,2.9524973722777175e-09,1.8064965980839144e-08
73.0,0.0005,0.102886759,4.525859397384634e-07,0.0005,1.52503442e-31,9.33098032e-31,0.0002,6.100137672173445e-32,3.732392128811117e-31,2e-05,6.100137672173446e-33,3.732392128811117e-32
76.0,0.0005,0.00227298258,9.998565092117026e-09,0.0005,3.1515839599999997e-32,1.92830847e-31,0.0002,1.2606335820354792e-32,7.713233883830948e-32,2e-05,1.2606335820354794e-33,7.713233883830948e-33
77.0,0.0005,0.0482033814,2.120406248727358e-07,0.0005,1.62890993e-07,9.96654652e-07,0.0002,6.515639708782711e-08,3.9866186093083777e-07,2e-05,6.515639708782711e-09,3.986618609308378e-08
79.0,0.0005,0.00967341081,4.2552120063574575e-08,0.0005,1.4263203100000002e-31,8.726994340000001e-31,0.0002,5.705281238528953e-32,3.4907977379717314e-31,2e-05,5.705281238528954e-33,3.4907977379717314e-32
81.0,0.0005,0.000558325645,2.456004438067766e-09,0.0005,3.6170743e-05,0.000221312049,0.0002,1.4468297213036549e-05,8.85248194996836e-05,2e-05,1.446829721303655e-06,8.85248194996836e-06
83.0,0.0005,0.0326880213,1.437905030933224e-07,0.0005,1.8672979000000002e-30,1.1425132300000001e-29,0.0002,7.469191619994649e-31,4.5700529249067295e-30,2e-05,7.469191619994649e-32,4.570052924906729e-31
85.0,0.0005,0.0100055394,4.4013112046217944e-08,0.0005,1.7545215000000001e-32,1.0735105600000002e-31,0.0002,7.018085986532627e-33,4.294042250053205e-32,2e-05,7.018085986532628e-34,4.2940422500532046e-33
86.0,0.0005,0.0221993244,9.765204184469456e-08,0.0005,4.15913455e-06,2.54478209e-05,0.0002,1.6636538208346667e-06,1.0179128340455097e-05,2e-05,1.6636538208346668e-07,1.0179128340455096e-06
88.0,0.0005,0.0838554423,3.688695661560298e-07,0.0005,4.313918370000001e-31,2.63948714e-30,0.0002,1.7255673470387224e-31,1.0557948574177172e-30,2e-05,1.7255673470387224e-32,1.0557948574177171e-31
91.0,0.0005,0.0152421675,6.704838181984688e-08,0.0005,2.23867408e-06,1.36974114e-05,0.0002,8.954696328023406e-07,5.478964555680288e-06,2e-05,8.954696328023406e-08,5.478964555680288e-07
92.0,0.0005,0.0221870538,9.759806501535193e-08,0.0005,8.71360553e-32,5.33145225e-31,0.0002,3.485442213750807e-32,2.1325808995052497e-31,2e-05,3.485442213750807e-33,2.1325808995052496e-32
95.0,0.0005,0.0543276122,2.3898034752250104e-07,0.0005,2.23464563e-07,1.36727632e-06,0.0002,8.938582527723566e-08,5.469105266491012e-07,2e-05,8.938582527723568e-09,5.4691052664910123e-08
96.0,0.0005,0.00737620122,3.244698339514903e-08,0.0005,4.77734308e-32,2.9230352900000004e-31,0.0002,1.9109372332423376e-32,1.1692141179929422e-31,2e-05,1.9109372332423376e-33,1.1692141179929421e-32
98.0,0.0005,0.0144745611,6.367177760692518e-08,0.0005,1.15024301e-31,7.03780501e-31,0.0002,4.6009720266795646e-32,2.8151220021794073e-31,2e-05,4.600972026679565e-33,2.8151220021794074e-32
100.0,0.0005,0.00952172541,4.188487502669275e-08,0.0005,1.861876e-06,1.13919582e-05,0.0002,7.447504009517537e-07,4.556783279041728e-06,2e-05,7.447504009517537e-08,4.556783279041728e-07
101.0,0.0005,0.00263209027,1.1578234749569824e-08,0.0005,4.99478124e-05,0.000305607565,0.0002,1.9979124977520354e-05,0.00012224302600052908,2e-05,1.9979124977520355e-06,1.2224302600052908e-05
102.0,0.0005,1.67657143,7.375027297586559e-06,0.0005,2.71919219e-31,1.6637479500000002e-30,0.0002,1.087676875672673e-31,6.654991784806926e-31,2e-05,1.087676875672673e-32,6.654991784806925e-32
104.0,0.0005,0.245804323,1.0812623664890817e-06,0.0005,4.74319377e-07,2.90214091e-06,0.0002,1.8972775088582275e-07,1.1608563643629626e-06,2e-05,1.8972775088582274e-08,1.1608563643629626e-07
106.0,0.0005,0.0691660031,3.042525667561068e-07,0.0005,1.26079625e-32,7.714229200000001e-32,0.0002,5.043185019660289e-33,3.085691681579969e-32,2e-05,5.043185019660289e-34,3.085691681579969e-33
108.0,0.0005,1.44009982,6.334818364255132e-06,0.0005,1.3866142e-06,8.48405101e-06,0.0002,5.546456793399584e-07,3.3936204051440212e-06,2e-05,5.5464567933995846e-08,3.3936204051440213e-07
110.0,0.0005,0.0520482662,2.289537905444636e-07,0.0005,8.91216851e-09,5.45294375e-08,0.0002,3.5648674044334258e-09,2.1811775005107326e-08,2e-05,3.564867404433426e-10,2.1811775005107325e-09
112.0,0.0005,0.0308008437,1.3548904568664692e-07,0.0005,5.072101289999998e-32,3.10338421e-31,0.0002,2.0288405172274206e-32,1.2413536847955571e-31,2e-05,2.0288405172274205e-33,1.2413536847955572e-32
113.0,0.0005,0.0440680618,1.93849872967674e-07,0.0005,7.49422821e-06,4.58537166e-05,0.0002,2.997691285507473e-06,1.8341486635083348e-05,2e-05,2.997691285507473e-07,1.8341486635083347e-06
116.0,0.0005,0.0593186315,2.6093521501077824e-07,0.0005,2.75635122e-07,1.68648384e-06,0.0002,1.1025404869507195e-07,6.745935348249688e-07,2e-05,1.1025404869507196e-08,6.745935348249688e-08
118.0,0.0005,0.038180048,1.6794923925380565e-07,0.0005,8.56702872e-36,5.24176868e-35,0.0002,3.426811489375313e-36,2.096707470752351e-35,2e-05,3.426811489375313e-37,2.096707470752351e-36
120.0,0.0005,0.000668073319,2.938770681792097e-09,0.0005,1.90747932e-32,1.1670983800000001e-31,0.0002,7.629917272171941e-33,4.668393518402027e-32,2e-05,7.629917272171941e-34,4.668393518402027e-33
121.0,0.0005,0.00856310187,3.7668010389073904e-08,0.0005,4.41382226e-33,2.70061371e-32,0.0002,1.7655289026547507e-33,1.0802454851989045e-32,2e-05,1.7655289026547508e-34,1.0802454851989046e-33
123.0,0.0005,0.115239947,5.069260633276019e-07,0.0005,4.3319279399999996e-32,2.65050637e-31,0.0002,1.7327711748717023e-32,1.0602025465136167e-31,2e-05,1.7327711748717025e-33,1.0602025465136167e-32
126.0,0.0005,0.053483055,2.3526524639831375e-07,0.0005,1.09300283e-06,6.68757886e-06,0.0002,4.3720113349949285e-07,2.6750315436723608e-06,2e-05,4.372011334994928e-08,2.6750315436723604e-07
128.0,0.0005,0.00262074996,1.152835014917848e-08,0.0005,2.4741288999999998e-33,1.51380505e-32,0.0002,9.896515603884058e-34,6.0552202143058455e-33,2e-05,9.896515603884059e-35,6.055220214305845e-34
130.0,0.0005,0.0228141417,1.003565459829575e-07,0.0005,1.98089261e-07,1.21201658e-06,0.0002,7.92357043061933e-08,4.848066305491608e-07,2e-05,7.92357043061933e-09,4.848066305491608e-08
132.0,0.0005,0.00916984014,4.033697588834909e-08,0.0005,3.15020394e-34,1.9274641e-33,0.0002,1.2600815746506347e-34,7.70985640592969e-34,2e-05,1.2600815746506348e-35,7.70985640592969e-35
133.0,0.0005,0.0426928514,1.8780049501786305e-07,0.0005,3.11950899e-32,1.9086832800000001e-31,0.0002,1.2478035947076557e-32,7.63473312485045e-32,2e-05,1.2478035947076559e-33,7.634733124850449e-33
136.0,0.0005,0.0275401116,1.2114549442643205e-07,0.0005,7.29421039e-09,4.46299e-08,0.0002,2.917684155629295e-09,1.7851960008220048e-08,2e-05,2.917684155629295e-10,1.785196000822005e-09
137.0,0.0005,0.189427384,8.332672875801129e-07,0.0005,1.4209419300000001e-31,8.694086510000001e-31,0.0002,5.683767706485753e-32,3.477634602649843e-31,2e-05,5.683767706485753e-33,3.477634602649843e-32
139.0,0.0005,0.0846947175,3.725614324251499e-07,0.0005,9.5446907e-07,5.83995483e-06,0.0002,3.8178762794594617e-07,2.335981930249131e-06,2e-05,3.817876279459462e-08,2.335981930249131e-07
141.0,0.0005,0.0399782022,1.7585909389702232e-07,0.0005,1.99206022e-08,1.21884952e-07,0.0002,7.968240876122955e-09,4.8753980852231984e-08,2e-05,7.968240876122956e-10,4.8753980852231985e-09
143.0,0.0005,0.0161016072,7.08289491936626e-08,0.0005,2.1174466100000003e-31,1.29556766e-30,0.0002,8.469786454655414e-32,5.182270629771458e-31,2e-05,8.469786454655413e-33,5.182270629771458e-32
145.0,0.0005,0.0449644632,1.977930302208038e-07,0.0005,1.70010948e-06,1.04021836e-05,0.0002,6.8004379046727e-07,4.160873454324142e-06,2e-05,6.800437904672701e-08,4.1608734543241415e-07
146.0,0.0005,0.0345000907,1.5176156895487128e-07,0.0005,7.09279961e-06,4.33975606e-05,0.0002,2.8371198426432454e-06,1.7359024235599907e-05,2e-05,2.8371198426432456e-07,1.7359024235599906e-06
148.0,0.0005,0.0112952528,4.9686399423579e-08,0.0005,7.98207532e-09,4.88386274e-08,0.0002,3.1928301270265425e-09,1.9535450960566504e-08,2e-05,3.1928301270265427e-10,1.9535450960566503e-09
151.0,0.0005,0.0243139857,1.069541714966652e-07,0.0005,1.30219501e-32,7.96752907e-32,0.0002,5.2087800569910415e-33,3.187011626656434e-32,2e-05,5.208780056991042e-34,3.1870116266564336e-33
153.0,0.0005,0.0440151015,1.9361690725491082e-07,0.0005,2.76184835e-06,1.68984728e-05,0.0002,1.104739338036439e-06,6.759389101141537e-06,2e-05,1.1047393380364392e-07,6.759389101141536e-07
154.0,0.0005,0.039033331,1.7170272407703594e-07,0.0005,7.28297224e-32,4.4561139e-31,0.0002,2.9131888942681687e-32,1.7824455582872815e-31,2e-05,2.913188894268169e-33,1.7824455582872815e-32
156.0,0.0005,0.0534211356,2.3499287072908853e-07,0.0005,4.9750028799999996e-33,3.04397418e-32,0.0002,1.990001151962988e-33,1.2175896733926248e-32,2e-05,1.990001151962988e-34,1.2175896733926248e-33
158.0,0.0005,0.0358366107,1.576407526910336e-07,0.0005,9.90285446e-32,6.059098670000001e-31,0.0002,3.9611417830138755e-32,2.423639466280795e-31,2e-05,3.9611417830138754e-33,2.423639466280795e-32
159.0,0.0005,0.0622581346,2.738657202167749e-07,0.0005,3.08892125e-07,1.88996806e-06,0.0002,1.2355684983925534e-07,7.559872228857813e-07,2e-05,1.2355684983925535e-08,7.559872228857813e-08
162.0,0.0005,0.0424214994,1.866068516266866e-07,0.0005,3.19925184e-32,1.95747425e-31,0.0002,1.2797007362005762e-32,7.829896982188989e-32,2e-05,1.2797007362005764e-33,7.829896982188988e-33
164.0,0.0005,0.0272390142,1.1982100475393874e-07,0.0005,2.2828715e-07,1.3967835e-06,0.0002,9.131486016310067e-08,5.587133989958155e-07,2e-05,9.131486016310068e-09,5.587133989958155e-08
166.0,0.0005,0.00354635856,1.5599986209373587e-08,0.0005,1.5974102e-33,9.77381426e-33,0.0002,6.389640797841032e-34,3.909525702769117e-33,2e-05,6.389640797841032e-35,3.909525702769116e-34
167.0,0.0005,0.00952169736,4.188475163826325e-08,0.0005,3.40887538e-08,2.08573319e-07,0.0002,1.3635501501571086e-08,8.342932768388353e-08,2e-05,1.3635501501571086e-09,8.342932768388354e-09
169.0,0.0005,0.00913567625,4.018669322407768e-08,0.0005,3.91746568e-09,2.39691608e-08,0.0002,1.5669862727873279e-09,9.58766431975078e-09,2e-05,1.566986272787328e-10,9.58766431975078e-10
170.0,0.0005,0.04237641,1.8640850901516322e-07,0.0005,1.7234594399999998e-32,1.0545051300000001e-31,0.0002,6.893837764471216e-33,4.2180205090757497e-32,2e-05,6.893837764471217e-34,4.21802050907575e-33
173.0,0.0005,0.0368453265,1.6207796689341738e-07,0.0005,3.26345411e-07,1.99675665e-06,0.0002,1.3053816451306897e-07,7.98702658729398e-07,2e-05,1.3053816451306897e-08,7.98702658729398e-08
174.0,0.0005,0.0158643597,6.978532721760151e-08,0.0005,2.10196791e-31,1.28609696e-30,0.0002,8.407871646253864e-32,5.1443878218819016e-31,2e-05,8.407871646253864e-33,5.144387821881902e-32
176.0,0.0005,0.0850766188,3.742413683122143e-07,0.0005,1.87861288e-33,1.14943634e-32,0.0002,7.514451513513285e-34,4.5977453606185284e-33,2e-05,7.514451513513286e-35,4.597745360618528e-34
179.0,0.0005,0.140810926,6.194095905883598e-07,0.0005,7.800822e-35,4.77296222e-34,0.0002,3.1203287993323276e-35,1.9091848866061924e-34,2e-05,3.120328799332327e-36,1.9091848866061924e-35
181.0,0.0005,0.121964977,5.365086262531127e-07,0.0005,7.99325091e-08,4.89070057e-07,0.0002,3.197300362494486e-08,1.9562802264047069e-07,2e-05,3.197300362494486e-09,1.9562802264047067e-08
183.0,0.0005,0.0193215762,8.499318869306915e-08,0.0005,3.45704299e-08,2.11520473e-07,0.0002,1.3828171960664068e-08,8.460818911885316e-08,2e-05,1.3828171960664068e-09,8.460818911885315e-09
185.0,0.0005,0.0159569473,7.019260844952497e-08,0.0005,1.09097817e-07,6.67519087e-07,0.0002,4.363912672950881e-08,2.6700763469060666e-07,2e-05,4.363912672950881e-09,2.6700763469060667e-08
186.0,0.0005,0.023960185,1.0539784662215316e-07,0.0005,3.8735665500000003e-31,2.37005623e-30,0.0002,1.5494266207818258e-31,9.480224929933456e-31,2e-05,1.549426620781826e-32,9.480224929933456e-32
188.0,0.0005,0.00192624299,8.47330115426979e-09,0.0005,2.2682115600000003e-31,1.38781376e-30,0.0002,9.072846257047649e-32,5.5512550331757835e-31,2e-05,9.07284625704765e-33,5.551255033175784e-32
190.0,0.0005,0.0168394132,7.407446518717035e-08,0.0005,2.3276002e-10,1.42415092e-09,0.0002,9.310400791000321e-11,5.696603666327606e-10,2e-05,9.310400791000322e-12,5.696603666327606e-11
192.0,0.0005,0.0179585121,7.899724079250148e-08,0.0005,4.5689462599999997e-32,2.79552691e-31,0.0002,1.8275785023756862e-32,1.1182107656631051e-31,2e-05,1.8275785023756863e-33,1.118210765663105e-32
194.0,0.0005,0.00523151659,2.3012784882673893e-08,0.0005,1.4990958e-06,9.17227391e-06,0.0002,5.996383197963593e-07,3.668909564370598e-06,2e-05,5.996383197963594e-08,3.668909564370598e-07
196.0,0.0005,0.0679493374,2.9890060704298135e-07,0.0005,6.09889262e-32,3.73163034e-31,0.0002,2.439557046665713e-32,1.4926521347700345e-31,2e-05,2.4395570466657134e-33,1.4926521347700344e-32
198.0,0.0005,0.0644187765,2.833701127572164e-07,0.0005,6.99609784e-08,4.28058872e-07,0.0002,2.798439134969865e-08,1.7122354873995925e-07,2e-05,2.798439134969865e-09,1.7122354873995925e-08
200.0,0.0005,0.0419071492,1.8434428965190746e-07,0.0005,5.35858789e-08,3.27867211e-07,0.0002,2.143435154101385e-08,1.3114688434457327e-07,2e-05,2.143435154101385e-09,1.3114688434457327e-08
202.0,0.0005,0.0337713518,1.4855593799627076e-07,0.0005,3.41994954e-33,2.09250896e-32,0.0002,1.3679798178484871e-33,8.370035856405479e-33,2e-05,1.3679798178484872e-34,8.370035856405478e-34
205.0,0.0005,0.0118303418,5.2040188776674614e-08,0.0005,4.89329058e-07,2.99397821e-06,0.0002,1.9573162313133768e-07,1.1975912820251788e-06,2e-05,1.957316231313377e-08,1.197591282025179e-07
206.0,0.0005,0.00263054491,1.1571436904884737e-08,0.0005,1.5635935e-34,9.566905509999999e-34,0.0002,6.254374000038587e-35,3.826762204871298e-34,2e-05,6.254374000038588e-36,3.826762204871298e-35
208.0,0.0005,0.00919151145,4.043230526111816e-08,0.0005,7.34820975e-33,4.49602971e-32,0.0002,2.9392839005518578e-33,1.798411885817692e-32,2e-05,2.939283900551858e-34,1.798411885817692e-33
209.0,0.0005,0.00167745738,7.378924480442822e-09,0.0005,1.18227667e-10,7.2338042e-10,0.0002,4.729106695595296e-11,2.893521680250689e-10,2e-05,4.729106695595296e-12,2.8935216802506888e-11
212.0,0.0005,0.1752951,7.711011439776029e-07,0.0005,3.25415438e-08,1.99106657e-07,0.0002,1.3016617513330952e-08,7.964266277484108e-08,2e-05,1.3016617513330954e-09,7.964266277484109e-09
213.0,0.0005,0.152580284,6.71181519282784e-07,0.0005,6.72129427e-32,4.11244912e-31,0.0002,2.688517708111094e-32,1.644979649835981e-31,2e-05,2.6885177081110937e-33,1.644979649835981e-32
216.0,0.0005,0.0626003653,2.753711501134136e-07,0.0005,2.56096297e-09,1.56693481e-08,0.0002,1.0243851894947294e-09,6.267739227561651e-09,2e-05,1.0243851894947294e-10,6.267739227561652e-10
218.0,0.0005,0.0444409517,1.954901688371403e-07,0.0005,5.29492246e-33,3.23971818e-32,0.0002,2.1179689846091718e-33,1.2958872720662393e-32,2e-05,2.1179689846091717e-34,1.2958872720662395e-33
220.0,0.0005,0.0035100276,1.5440170876156606e-08,0.0005,4.15773445e-33,2.5439254299999997e-32,0.0002,1.6630937796525208e-33,1.0175701707463538e-32,2e-05,1.6630937796525208e-34,1.0175701707463538e-33
222.0,0.0005,0.00333407468,1.4666176064560622e-08,0.0005,2.6147063e-34,1.59981786e-33,0.0002,1.0458825209556743e-34,6.399271456909988e-34,2e-05,1.0458825209556743e-35,6.399271456909988e-35
223.0,0.0005,0.0419467711,1.8451858141714546e-07,0.0005,8.46472427e-08,5.17917331e-07,0.0002,3.385889706440988e-08,2.071669324282687e-07,2e-05,3.385889706440988e-09,2.0716693242826874e-08
226.0,0.0005,0.0190870464,8.39615215382152e-08,0.0005,1.45009111e-32,8.87243689e-32,0.0002,5.800364447077432e-33,3.548974755973688e-32,2e-05,5.8003644470774325e-34,3.5489747559736876e-33
227.0,0.0005,0.0191834429,8.438555764319152e-08,0.0005,6.38559717e-10,3.9070516e-09,0.0002,2.5542388696044516e-10,1.562820638541155e-09,2e-05,2.5542388696044515e-11,1.562820638541155e-10
229.0,0.0005,0.0108022109,4.7517569986139554e-08,0.0005,5.15087571e-10,3.15158264e-09,0.0002,2.0603502847379385e-10,1.2606330543044462e-09,2e-05,2.0603502847379388e-11,1.2606330543044462e-10
230.0,0.0005,0.00131568649,5.787539740442699e-09,0.0005,3.42691888e-32,2.0967731800000003e-31,0.0002,1.3707675533787594e-32,8.387092720872422e-32,2e-05,1.3707675533787596e-33,8.387092720872422e-33
232.0,0.0005,0.0675363406,2.970838859541483e-07,0.0005,2.57690508e-33,1.57668904e-32,0.0002,1.0307620308826567e-33,6.306756170919417e-33,2e-05,1.0307620308826566e-34,6.306756170919418e-34
234.0,0.0005,0.0134400155,5.9120941356185734e-08,0.0005,1.62728743e-08,9.95661921e-08,0.0002,6.509149714916989e-09,3.982647682204396e-08,2e-05,6.509149714916989e-10,3.982647682204396e-09
237.0,0.0005,0.0151297534,6.65538863028061e-08,0.0005,1.07505396e-34,6.57775799e-34,0.0002,4.300215832317381e-35,2.631103195907344e-34,2e-05,4.300215832317381e-36,2.631103195907344e-35
239.0,0.0005,0.00830842484,3.654771809808679e-08,0.0005,8.56294899e-10,5.23927247e-09,0.0002,3.425179594624073e-10,2.0957089898242297e-09,2e-05,3.425179594624073e-11,2.09570898982423e-10
241.0,0.0005,0.0102276892,4.499032113485988e-08,0.0005,1.74872863e-07,1.06996617e-06,0.0002,6.994914515676503e-08,4.2798646986463097e-07,2e-05,6.994914515676503e-09,4.27986469864631e-08
242.0,0.0005,0.0119182024,5.242667652887395e-08,0.0005,1.1920122e-32,7.29337135e-32,0.0002,4.768048781632934e-33,2.917348541744223e-32,2e-05,4.768048781632935e-34,2.917348541744223e-33
